MAL_ID,Name,Score,Genres,sypnopsis
672,Murder in the Calais Coach,8.32,"Misterio, Intriga, Investigación","Libro real de Agatha Christie, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
673,Americanah,8.52,"Fantasía, Aventura, Imaginación","Título real de Chimamanda Ngozi Adichie. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
674,Suzanne's Diary for Nicholas,8.32,"Ficción, Narrativa contemporánea",Obra de James Patterson incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
675,Firestarter,7.7,"Ciencia ficción, Distopía, Especulación",Libro real firmado por Stephen King. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
676,Entwined with You,8.38,"Memoria, Biografía, Testimonio",Obra real de Sylvia Day. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
677,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",8.54,"Clásico, Ensayo, Cultura general","Libro real de Christopher McDougall, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
678,The Storied Life of A.J. Fikry,7.96,"Ficción, Narrativa contemporánea","Título real de Gabrielle Zevin. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
679,Mad About Madeline,8.44,"Narrativa, Literatura popular",Obra de Ludwig Bemelmans incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
680,Think and Grow Rich,8.34,"Crimen, Misterio, Suspense",Libro real firmado por Napoleon Hill. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
681,Little House In The Big Woods,8.32,"Terror, Suspense, Drama","Obra real de Laura Ingalls Wilder, Garth Williams. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación."
682,Jonathan Strange & Mr Norrell,7.6,"Misterio, Intriga, Investigación","Libro real de Susanna Clarke, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
683,A Bend in the Road,8.04,"Fantasía, Aventura, Imaginación","Título real de Nicholas Sparks. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
684,The House of Hades,9.08,"Ficción, Narrativa contemporánea",Obra de Rick Riordan incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
685,Gone,7.7,"Ciencia ficción, Distopía, Especulación",Libro real firmado por Michael Grant. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
686,The Wedding,7.96,"Memoria, Biografía, Testimonio",Obra real de Nicholas Sparks. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
687,Bono,8.12,"Clásico, Ensayo, Cultura general","Libro real de David McCullough, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
688,Under the Banner of Heaven: A Story of Violent Faith,7.96,"Narrativa, Literatura popular","Título real de Jon Krakauer. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
689,Beautiful Ruins,7.34,"Memoria, Biografía, Testimonio",Obra de Jess Walter incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
690,The Audacity of Hope: Thoughts on Reclaiming the American Dream,7.38,"Terror, Suspense, Drama",Libro real firmado por Barack Obama. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
691,On Writing: A Memoir of the Craft,8.62,"Narrativa, Literatura popular",Obra real de Stephen King. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
692,Firefly Lane,8.08,"Misterio, Intriga, Investigación","Libro real de Kristin Hannah, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
693,Sphere,7.54,"Ficción, Narrativa contemporánea","Título real de Michael Crichton. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
694,Love the One You're With,7.4,"Narrativa, Literatura popular",Obra de Emily Giffin incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
695,The Silkworm,8.06,"Narrativa, Ficción de género","Libro real firmado por Robert Galbraith, J.K. Rowling. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector."
696,The Vampire Lestat,8.1,"Ficción, Narrativa contemporánea",Obra real de Anne Rice. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
697,State of Wonder,7.7,"Narrativa, Literatura popular","Libro real de Ann Patchett, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
698,The Silver Linings Playbook,8.0,"Crimen, Misterio, Suspense","Título real de Matthew Quick. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
699,Vingt Mille Lieues Sous les Mers,7.72,"Terror, Suspense, Drama","Obra de Jules Verne, Anthony Bonner incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas."
700,The Constant Princess,7.76,"Misterio, Intriga, Investigación",Libro real firmado por Philippa Gregory. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
701,Mrs Dalloway,7.56,"Fantasía, Aventura, Imaginación","Obra real de Virginia Woolf, Maureen Howard. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación."
702,Hundraåringen som klev ut genom fönstret och försvann,7.62,"Ficción, Narrativa contemporánea","Libro real de Jonas Jonasson, Rod Bradbury, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
703,Bag of Bones,7.74,"Ciencia ficción, Distopía, Especulación","Título real de Stephen King. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
704,The Cider House Rules,8.2,"Memoria, Biografía, Testimonio",Obra de John Irving incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
705,Thinner,7.32,"Clásico, Ensayo, Cultura general","Libro real firmado por Richard Bachman, Stephen King. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector."
706,Le tour du monde en quatre-vingts jours,7.8,"Ficción, Narrativa contemporánea","Obra real de Jules Verne, Michael Glencross, Brian W. Aldiss. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación."
707,Walk Two Moons,7.9,"Narrativa, Literatura popular","Libro real de Sharon Creech, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
708,Onze minutos,7.38,"Crimen, Misterio, Suspense","Título real de Paulo Coelho, Margaret Jull Costa. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
709,Nine Stories,8.38,"Terror, Suspense, Drama",Obra de J.D. Salinger incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
710,"Julie & Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen",7.34,"Misterio, Intriga, Investigación",Libro real firmado por Julie Powell. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
711,Unwind,8.36,"Fantasía, Aventura, Imaginación",Obra real de Neal Shusterman. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
712,"Drums of Autumn (Outlander, #4)",8.68,"Ficción, Narrativa contemporánea","Libro real de Diana Gabaldon, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
713,Prodigy,8.58,"Ciencia ficción, Distopía, Especulación","Título real de Marie Lu. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
714,The Tragedie of King Lear,7.78,"Memoria, Biografía, Testimonio",Obra de William Shakespeare incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
715,Death of a Salesman,6.98,"Clásico, Ensayo, Cultura general",Libro real firmado por Arthur Miller. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
716,The Choice,7.98,"Narrativa, Literatura popular",Obra real de Nicholas Sparks. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
717,Just my things,9.02,"Memoria, Biografía, Testimonio","Libro real de Kate Egan, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
718,The Sound and the Fury,7.72,"Terror, Suspense, Drama","Título real de William Faulkner. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
719,A New Earth: Awakening to Your Life's Purpose,8.04,"Narrativa, Literatura popular",Obra de Eckhart Tolle incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
720,Django,8.42,"Misterio, Intriga, Investigación",Libro real firmado por Tite Kubo. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
721,Lomu,8.34,"Ficción, Narrativa contemporánea",Obra real de Allie Brosh. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
722,The Shadow Rising,8.42,"Narrativa, Literatura popular","Libro real de Robert Jordan, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
723,Shantaram,8.52,"Narrativa, Ficción de género","Título real de Gregory David Roberts. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
724,From Dead to Worse,8.02,"Ficción, Narrativa contemporánea",Obra de Charlaine Harris incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
725,The Waste Lands,8.48,"Narrativa, Literatura popular","Libro real firmado por Stephen King, Ned Dameron. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector."
726,The Bone Collector,8.36,"Crimen, Misterio, Suspense",Obra real de Jeffery Deaver. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
727,Der Vorleser,7.46,"Terror, Suspense, Drama","Libro real de Bernhard Schlink, Carol Brown Janeway, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
728,"Brown Bear, Brown Bear, What Do You See?",8.38,"Misterio, Intriga, Investigación","Título real de Bill Martin Jr., Eric Carle. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
729,Hyperion,8.42,"Fantasía, Aventura, Imaginación",Obra de Dan Simmons incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
730,The Pearl of the World,6.82,"Ficción, Narrativa contemporánea",Libro real firmado por John Steinbeck. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
